"","prodfra_n","prodfra_n_1","c_evol_prodfra","libel"
"135","1101102000","1101102000","0","Prodfra perenne"
"136","1101107000","1101107000","0","Prodfra perenne"
"137","110212200B","110212200B","0","Prodfra perenne"
"138","110212310B","110212310B","0","Prodfra perenne"
"139","1105200000","1105200000","0","Prodfra perenne"
"140","110711300A","110711300A","0","Prodfra perenne"
"141","110719300B","110719300B","0","Prodfra perenne"
"142","110719500B","110719500B","0","Prodfra perenne"
"143","1310220000","1310220000","0","Prodfra perenne"
"144","1310230000","1310230000","0","Prodfra perenne"
"145","1310240000","1310240000","0","Prodfra perenne"
"146","1310250000","1310250000","0","Prodfra perenne"
"147","1310260000","1310260000","0","Prodfra perenne"
"148","1310290000","1310290000","0","Prodfra perenne"
"149","1310310000","1310310000","0","Prodfra perenne"
"150","1310320000","1310320000","0","Prodfra perenne"
"151","1310401000","1310401000","0","Prodfra perenne"
"152","1310405000","1310405000","0","Prodfra perenne"
"153","1310501000","1310501000","0","Prodfra perenne"
"154","1310503000","1310503000","0","Prodfra perenne"
"155","1310505000","1310505000","0","Prodfra perenne"
"156","1310613200","1310613200","0","Prodfra perenne"
"157","1310615200","1310615200","0","Prodfra perenne"
"158","1310616000","1310616000","0","Prodfra perenne"
"159","1310620000","1310620000","0","Prodfra perenne"
"160","1310711000","1310711000","0","Prodfra perenne"
"161","1310712000","1310712000","0","Prodfra perenne"
"162","1310720000","1310720000","0","Prodfra perenne"
"163","1310811000","1310811000","0","Prodfra perenne"
"164","1310813000","1310813000","0","Prodfra perenne"
"165","1310815000","1310815000","0","Prodfra perenne"
"166","1310821000","1310821000","0","Prodfra perenne"
"167","1310825000","1310825000","0","Prodfra perenne"
"168","1310832000","1310832000","0","Prodfra perenne"
"169","1310833600","1310833600","0","Prodfra perenne"
"170","1310834000","1310834000","0","Prodfra perenne"
"171","1310838000","1310838000","0","Prodfra perenne"
"172","1310839000","1310839000","0","Prodfra perenne"
"173","1310841000","1310841000","0","Prodfra perenne"
"174","1310843000","1310843000","0","Prodfra perenne"
"175","1310851000","1310851000","0","Prodfra perenne"
"176","1310855000","1310855000","0","Prodfra perenne"
"177","1320110000","1320110000","0","Prodfra perenne"
"178","1320123000","1320123000","0","Prodfra perenne"
"179","1320126000","1320126000","0","Prodfra perenne"
"180","1320133000","1320133000","0","Prodfra perenne"
"181","1320136000","1320136000","0","Prodfra perenne"
"182","1320140000","1320140000","0","Prodfra perenne"
"183","1320201400","1320201400","0","Prodfra perenne"
"184","1320201700","1320201700","0","Prodfra perenne"
"185","1320201900","1320201900","0","Prodfra perenne"
"186","1320202000","1320202000","0","Prodfra perenne"
"187","1320203100","1320203100","0","Prodfra perenne"
"188","1320204200","1320204200","0","Prodfra perenne"
"189","1320204400","1320204400","0","Prodfra perenne"
"190","1320204900","1320204900","0","Prodfra perenne"
"191","1320206000","1320206000","0","Prodfra perenne"
"192","1320207200","1320207200","0","Prodfra perenne"
"193","1320207400","1320207400","0","Prodfra perenne"
"194","1320207900","1320207900","0","Prodfra perenne"
"195","1320313000","1320313000","0","Prodfra perenne"
"196","1320315000","1320315000","0","Prodfra perenne"
"197","1320317000","1320317000","0","Prodfra perenne"
"198","1320321000","1320321000","0","Prodfra perenne"
"199","1320322000","1320322000","0","Prodfra perenne"
"200","1320323000","1320323000","0","Prodfra perenne"
"201","1320324000","1320324000","0","Prodfra perenne"
"202","1320325000","1320325000","0","Prodfra perenne"
"203","1320329000","1320329000","0","Prodfra perenne"
"204","1320333000","1320333000","0","Prodfra perenne"
"205","1320335000","1320335000","0","Prodfra perenne"
"206","1320410000","1320410000","0","Prodfra perenne"
"207","1320420000","1320420000","0","Prodfra perenne"
"208","1320440000","1320440000","0","Prodfra perenne"
"209","1320460000","1320460000","0","Prodfra perenne"
"210","13205000H0","13205000H0","0","Prodfra perenne"
"211","1330111000","1330111000","0","Prodfra perenne"
"212","1330112100","1330112100","0","Prodfra perenne"
"213","1330112200","1330112200","0","Prodfra perenne"
"214","1330112300","1330112300","0","Prodfra perenne"
"215","1330112400","1330112400","0","Prodfra perenne"
"216","1330112500","1330112500","0","Prodfra perenne"
"217","1330112600","1330112600","0","Prodfra perenne"
"218","1330112700","1330112700","0","Prodfra perenne"
"219","1330112800","1330112800","0","Prodfra perenne"
"220","1330121000","1330121000","0","Prodfra perenne"
"221","1330122000","1330122000","0","Prodfra perenne"
"222","1330123000","1330123000","0","Prodfra perenne"
"223","1330124000","1330124000","0","Prodfra perenne"
"224","1330125000","1330125000","0","Prodfra perenne"
"225","1330129000","1330129000","0","Prodfra perenne"
"226","1330131000","1330131000","0","Prodfra perenne"
"227","1330132000","1330132000","0","Prodfra perenne"
"228","1330133000","1330133000","0","Prodfra perenne"
"229","1330134000","1330134000","0","Prodfra perenne"
"230","1330135000","1330135000","0","Prodfra perenne"
"231","1330136000","1330136000","0","Prodfra perenne"
"232","1330139000","1330139000","0","Prodfra perenne"
"233","1330191000","1330191000","0","Prodfra perenne"
"234","1330192000","1330192000","0","Prodfra perenne"
"235","1330193000","1330193000","0","Prodfra perenne"
"236","1330194000","1330194000","0","Prodfra perenne"
"237","1330195000","1330195000","0","Prodfra perenne"
"238","1330196000","1330196000","0","Prodfra perenne"
"239","1330197000","1330197000","0","Prodfra perenne"
"240","1330199000","1330199000","0","Prodfra perenne"
"241","1330199500","1330199500","0","Prodfra perenne"
"242","1391110000","1391110000","0","Prodfra perenne"
"243","1391191000","1391191000","0","Prodfra perenne"
"244","1392113000","1392113000","0","Prodfra perenne"
"245","1392115000","1392115000","0","Prodfra perenne"
"246","1392119000","1392119000","0","Prodfra perenne"
"247","1392123000","1392123000","0","Prodfra perenne"
"248","1392125300","1392125300","0","Prodfra perenne"
"249","1392125500","1392125500","0","Prodfra perenne"
"250","1392125900","1392125900","0","Prodfra perenne"
"251","1392127000","1392127000","0","Prodfra perenne"
"252","1392133000","1392133000","0","Prodfra perenne"
"253","1392135300","1392135300","0","Prodfra perenne"
"254","1392135500","1392135500","0","Prodfra perenne"
"255","1392135900","1392135900","0","Prodfra perenne"
"256","1392137000","1392137000","0","Prodfra perenne"
"257","1392143000","1392143000","0","Prodfra perenne"
"258","1392145000","1392145000","0","Prodfra perenne"
"259","1392153000","1392153000","0","Prodfra perenne"
"260","1392155000","1392155000","0","Prodfra perenne"
"261","1392157000","1392157000","0","Prodfra perenne"
"262","1392162000","1392162000","0","Prodfra perenne"
"263","1392164000","1392164000","0","Prodfra perenne"
"264","1392166000","1392166000","0","Prodfra perenne"
"265","1392168000","1392168000","0","Prodfra perenne"
"266","1392213000","1392213000","0","Prodfra perenne"
"267","1392215000","1392215000","0","Prodfra perenne"
"268","1392217000","1392217000","0","Prodfra perenne"
"269","1392219000","1392219000","0","Prodfra perenne"
"270","1392221000","1392221000","0","Prodfra perenne"
"271","1392223000","1392223010","3","Prodfra non per"
"272","1392225000","1392225000","0","Prodfra perenne"
"273","1392227000","1392227000","0","Prodfra perenne"
"274","1392230000","1392230000","0","Prodfra perenne"
"275","1392243010","1392243010","0","Prodfra perenne"
"276","1392243020","1392243020","0","Prodfra perenne"
"277","1392249300","1392249300","0","Prodfra perenne"
"278","1392249900","1392249900","0","Prodfra perenne"
"279","1392295700","1392295700","0","Prodfra perenne"
"280","1392299300","1392299010","3","Prodfra non per"
"281","1392299910","1392299010","3","Prodfra non per"
"282","1392299920","1392299020","3","Prodfra non per"
"283","1392299930","1392299030","3","Prodfra non per"
"284","1392299940","1392299040","3","Prodfra non per"
"285","1393110000","1393110000","0","Prodfra perenne"
"286","1393120000","1393120000","0","Prodfra perenne"
"287","1393130000","1393130000","0","Prodfra perenne"
"288","1393193000","1393193000","0","Prodfra perenne"
"289","1393199000","1393199000","0","Prodfra perenne"
"290","1394113000","1394113000","0","Prodfra perenne"
"291","1394115300","1394115300","0","Prodfra perenne"
"292","1394115500","1394115500","0","Prodfra perenne"
"293","1394116000","1394116000","0","Prodfra perenne"
"294","1394117000","1394117000","0","Prodfra perenne"
"295","1394119000","1394119000","0","Prodfra perenne"
"296","1394123300","1394123300","0","Prodfra perenne"
"297","1394123500","1394123500","0","Prodfra perenne"
"298","1394125300","1394125300","0","Prodfra perenne"
"299","1394125500","1394125500","0","Prodfra perenne"
"300","1394125900","1394125900","0","Prodfra perenne"
"301","1394128000","1394128000","0","Prodfra perenne"
"302","1395101000","1395101000","0","Prodfra perenne"
"303","1395102000","1395102000","0","Prodfra perenne"
"304","1395103000","1395103000","0","Prodfra perenne"
"305","1395105000","1395105000","0","Prodfra perenne"
"306","1395107000","1395107000","0","Prodfra perenne"
"307","1396110000","1396110000","0","Prodfra perenne"
"308","1396120000","1396120000","0","Prodfra perenne"
"309","1396130000","1396130000","0","Prodfra perenne"
"310","1396140000","1396140000","0","Prodfra perenne"
"311","1396150000","1396150000","0","Prodfra perenne"
"312","1396162000","1396162000","0","Prodfra perenne"
"313","1396165000","1396165000","0","Prodfra perenne"
"314","1396168000","1396168000","0","Prodfra perenne"
"315","1396173000","1396173000","0","Prodfra perenne"
"316","1396175000","1396175000","0","Prodfra perenne"
"317","1396177000","1396177000","0","Prodfra perenne"
"318","1399113000","1399113000","0","Prodfra perenne"
"319","1399115000","1399115000","0","Prodfra perenne"
"320","1399117000","1399117000","0","Prodfra perenne"
"321","1399123000","1399123000","0","Prodfra perenne"
"322","1399125000","1399125000","0","Prodfra perenne"
"323","1399127000","1399127000","0","Prodfra perenne"
"324","1399130000","1399130000","0","Prodfra perenne"
"325","1399140000","1399140000","0","Prodfra perenne"
"326","1399150000","1399150000","0","Prodfra perenne"
"327","1399160000","1399160000","0","Prodfra perenne"
"328","1399190000","1399190000","0","Prodfra perenne"
"329","1411100000","1411100000","0","Prodfra perenne"
"330","1412112000","1412112000","0","Prodfra perenne"
"331","1412113000","1412113000","0","Prodfra perenne"
"332","1412124000","1412124000","0","Prodfra perenne"
"333","1412125000","1412125000","0","Prodfra perenne"
"334","1412212000","1412212000","0","Prodfra perenne"
"335","1412213000","1412213000","0","Prodfra perenne"
"336","1412224000","1412224000","0","Prodfra perenne"
"337","1412225000","1412225000","0","Prodfra perenne"
"338","1412301300","1412301300","0","Prodfra perenne"
"339","1412302300","1412302300","0","Prodfra perenne"
"340","14130010H0","14130010H0","0","Prodfra perenne"
"341","14130020H0","14130020H0","0","Prodfra perenne"
"342","1413111000","1413111000","0","Prodfra perenne"
"343","1413112000","1413112000","0","Prodfra perenne"
"344","1413123000","1413123000","0","Prodfra perenne"
"345","1413126000","1413126000","0","Prodfra perenne"
"346","1413127000","1413127000","0","Prodfra perenne"
"347","1413131000","1413131000","0","Prodfra perenne"
"348","1413132000","1413132000","0","Prodfra perenne"
"349","1413143000","1413143000","0","Prodfra perenne"
"350","1413146000","1413146000","0","Prodfra perenne"
"351","1413147000","1413147000","0","Prodfra perenne"
"352","1413148000","1413148000","0","Prodfra perenne"
"353","1413149000","1413149000","0","Prodfra perenne"
"354","1413211000","1413211000","0","Prodfra perenne"
"355","1413212000","1413212000","0","Prodfra perenne"
"356","1413213000","1413213000","0","Prodfra perenne"
"357","1413221000","1413221000","0","Prodfra perenne"
"358","1413222000","1413222000","0","Prodfra perenne"
"359","1413230000","1413230000","0","Prodfra perenne"
"360","1413244200","1413244200","0","Prodfra perenne"
"361","1413244400","1413244400","0","Prodfra perenne"
"362","1413244500","1413244500","0","Prodfra perenne"
"363","1413244800","1413244800","0","Prodfra perenne"
"364","1413244900","1413244900","0","Prodfra perenne"
"365","1413245500","1413245500","0","Prodfra perenne"
"366","1413246000","1413246000","0","Prodfra perenne"
"367","1413311000","1413311000","0","Prodfra perenne"
"368","1413312000","1413312000","0","Prodfra perenne"
"369","1413313000","1413313000","0","Prodfra perenne"
"370","1413321000","1413321000","0","Prodfra perenne"
"371","1413322000","1413322000","0","Prodfra perenne"
"372","1413333000","1413333000","0","Prodfra perenne"
"373","1413347000","1413347000","0","Prodfra perenne"
"374","1413348000","1413348000","0","Prodfra perenne"
"375","1413354200","1413354200","0","Prodfra perenne"
"376","1413354800","1413354800","0","Prodfra perenne"
"377","1413354900","1413354900","0","Prodfra perenne"
"378","1413355100","1413355100","0","Prodfra perenne"
"379","1413356100","1413356100","0","Prodfra perenne"
"380","1413356300","1413356300","0","Prodfra perenne"
"381","1413356500","1413356500","0","Prodfra perenne"
"382","1413356900","1413356900","0","Prodfra perenne"
"383","14134000H0","14134000H0","0","Prodfra perenne"
"384","1414110000","1414110000","0","Prodfra perenne"
"385","1414122000","1414122000","0","Prodfra perenne"
"386","1414123000","1414123000","0","Prodfra perenne"
"387","1414124000","1414124000","0","Prodfra perenne"
"388","1414131000","1414131000","0","Prodfra perenne"
"389","1414142000","1414142000","0","Prodfra perenne"
"390","1414143000","1414143000","0","Prodfra perenne"
"391","1414144000","1414144000","0","Prodfra perenne"
"392","1414145000","1414145000","0","Prodfra perenne"
"393","1414210000","1414210000","0","Prodfra perenne"
"394","1414222000","1414222000","0","Prodfra perenne"
"395","1414223000","1414223000","0","Prodfra perenne"
"396","1414224000","1414224000","0","Prodfra perenne"
"397","1414230000","1414230000","0","Prodfra perenne"
"398","1414243000","1414243000","0","Prodfra perenne"
"399","1414245000","1414245000","0","Prodfra perenne"
"400","1414246000","1414246010","3","Prodfra non per"
"401","1414248000","1414248010","3","Prodfra non per"
"402","1414248900","1414248910","3","Prodfra non per"
"403","1414253000","1414253000","0","Prodfra perenne"
"404","1414255000","1414255000","0","Prodfra perenne"
"405","1414257000","1414257010","3","Prodfra non per"
"406","1414300010","1414300010","0","Prodfra perenne"
"407","1414300020","1414300020","0","Prodfra perenne"
"408","14190000S0","1419210000","3","Prodfra non per"
"409","1419110000","1419110000","3","Prodfra non per"
"410","1419121000","1419121000","0","Prodfra perenne"
"411","1419123000","1419123000","0","Prodfra perenne"
"412","1419124000","1419124000","0","Prodfra perenne"
"413","1419125000","1419125000","0","Prodfra perenne"
"414","1419129000","1419129000","0","Prodfra perenne"
"415","1419130000","1419130000","0","Prodfra perenne"
"416","1419193000","1419193000","0","Prodfra perenne"
"417","1419196010","1419196010","0","Prodfra perenne"
"418","1419196020","1419196020","0","Prodfra perenne"
"419","1419215000","1419210000","3","Prodfra non per"
"420","1419221000","1419221000","0","Prodfra perenne"
"421","1419222000","1419222000","0","Prodfra perenne"
"422","1419223000","1419223000","0","Prodfra perenne"
"423","1419224000","1419224000","0","Prodfra perenne"
"424","1419225000","1419225000","0","Prodfra perenne"
"425","1419231000","1419231000","0","Prodfra perenne"
"426","1419233300","1419233300","0","Prodfra perenne"
"427","1419233800","1419233800","0","Prodfra perenne"
"428","1419235300","1419235300","0","Prodfra perenne"
"429","1419235800","1419235800","0","Prodfra perenne"
"430","1419237000","1419237000","0","Prodfra perenne"
"431","1419239300","1419239300","0","Prodfra perenne"
"432","1419239500","1419239500","0","Prodfra perenne"
"433","1419317500","1419317500","0","Prodfra perenne"
"434","1419318010","1419318010","0","Prodfra perenne"
"435","1419318020","1419318020","0","Prodfra perenne"
"436","1419319000","1419319000","0","Prodfra perenne"
"437","1419320010","1419320010","0","Prodfra perenne"
"438","1419320020","1419320020","0","Prodfra perenne"
"439","1419320030","1419320030","0","Prodfra perenne"
"440","1419320040","1419320040","0","Prodfra perenne"
"441","1419320050","1419320050","0","Prodfra perenne"
"442","1419423000","1419423000","0","Prodfra perenne"
"443","1419425000","1419425000","0","Prodfra perenne"
"444","1419427000","1419427000","0","Prodfra perenne"
"445","1419430000","1419430000","0","Prodfra perenne"
"446","1420103000","1420103000","0","Prodfra perenne"
"447","1420109000","1420109000","0","Prodfra perenne"
"448","1431103300","1431103300","0","Prodfra perenne"
"449","1431103500","1431103500","0","Prodfra perenne"
"450","1431103700","1431103700","0","Prodfra perenne"
"451","1431105000","1431105000","0","Prodfra perenne"
"452","1431109010","1431109010","0","Prodfra perenne"
"453","1431109020","1431109020","0","Prodfra perenne"
"454","1439103100","1439103100","0","Prodfra perenne"
"455","1439103200","1439103200","0","Prodfra perenne"
"456","1439103300","1439103300","0","Prodfra perenne"
"457","1439105300","1439105300","0","Prodfra perenne"
"458","1439105500","1439105500","0","Prodfra perenne"
"459","1439106100","1439106100","0","Prodfra perenne"
"460","1439106200","1439106200","0","Prodfra perenne"
"461","1439107100","1439107100","0","Prodfra perenne"
"462","1439107200","1439107200","0","Prodfra perenne"
"463","1439109000","1439109000","0","Prodfra perenne"
"464","1511103000","1511103000","0","Prodfra perenne"
"465","1511105000","1511105000","0","Prodfra perenne"
"466","1511210000","1511210000","0","Prodfra perenne"
"467","1511310010","1511310010","0","Prodfra perenne"
"468","1511310020","1511310020","0","Prodfra perenne"
"469","1511310030","1511310030","0","Prodfra perenne"
"470","1511310040","1511310040","0","Prodfra perenne"
"471","1511310050","1511310050","0","Prodfra perenne"
"472","1511320020","1511320020","0","Prodfra perenne"
"473","1511320030","1511320030","0","Prodfra perenne"
"474","1511320040","1511320040","0","Prodfra perenne"
"475","1511320050","1511320050","0","Prodfra perenne"
"476","1511330000","1511330000","0","Prodfra perenne"
"477","1511413000","1511413000","0","Prodfra perenne"
"478","1511415000","1511415000","0","Prodfra perenne"
"479","1511423000","1511423000","0","Prodfra perenne"
"480","1511425000","1511425000","0","Prodfra perenne"
"481","1511435000","1511435000","0","Prodfra perenne"
"482","1511510000","1511510000","0","Prodfra perenne"
"483","1511520000","1511520000","0","Prodfra perenne"
"484","1512110000","1512110000","0","Prodfra perenne"
"485","1512121010","1512121010","0","Prodfra perenne"
"486","1512121020","1512121020","0","Prodfra perenne"
"487","1512122010","1512122010","0","Prodfra perenne"
"488","1512122020","1512122020","0","Prodfra perenne"
"489","1512123000","1512123000","0","Prodfra perenne"
"490","1512125010","1512125010","0","Prodfra perenne"
"491","1512125020","1512125020","0","Prodfra perenne"
"492","1512125030","1512125030","0","Prodfra perenne"
"493","1512125040","1512125040","0","Prodfra perenne"
"494","1512125050","1512125050","0","Prodfra perenne"
"495","1512127000","1512127000","0","Prodfra perenne"
"496","1512130000","1512130000","0","Prodfra perenne"
"497","1512193000","1512193000","0","Prodfra perenne"
"498","1512196000","1512196000","0","Prodfra perenne"
"499","1520110000","1520110000","0","Prodfra perenne"
"500","1520121000","1520121000","0","Prodfra perenne"
"501","1520123100","1520123100","0","Prodfra perenne"
"502","1520123700","1520123700","0","Prodfra perenne"
"503","1520133000","1520133000","0","Prodfra perenne"
"504","1520135110","1520135110","0","Prodfra perenne"
"505","1520135120","1520135120","0","Prodfra perenne"
"506","1520135130","1520135130","0","Prodfra perenne"
"507","1520135210","1520135210","0","Prodfra perenne"
"508","1520135220","1520135220","0","Prodfra perenne"
"509","1520135230","1520135230","0","Prodfra perenne"
"510","1520135310","1520135310","0","Prodfra perenne"
"511","1520135320","1520135320","0","Prodfra perenne"
"512","1520135330","1520135330","0","Prodfra perenne"
"513","1520136100","1520136100","0","Prodfra perenne"
"514","1520136200","1520136200","0","Prodfra perenne"
"515","1520136300","1520136300","0","Prodfra perenne"
"516","1520137000","1520137000","0","Prodfra perenne"
"517","1520138000","1520138000","0","Prodfra perenne"
"518","1520144400","1520144400","0","Prodfra perenne"
"519","1520144510","1520144510","0","Prodfra perenne"
"520","1520144520","1520144520","0","Prodfra perenne"
"521","1520144610","1520144610","0","Prodfra perenne"
"522","1520144620","1520144620","0","Prodfra perenne"
"523","1520210000","1520210000","0","Prodfra perenne"
"524","1520290010","1520290010","0","Prodfra perenne"
"525","1520290020","1520290020","0","Prodfra perenne"
"526","1520312000","1520312000","0","Prodfra perenne"
"527","1520315000","1520315000","0","Prodfra perenne"
"528","1520320000","1520320000","0","Prodfra perenne"
"529","1520402000","1520402000","0","Prodfra perenne"
"530","1520405000","1520405000","0","Prodfra perenne"
"531","1520408000","1629141000","3","Prodfra non per"
"532","161010100A","161010100A","0","Prodfra perenne"
"533","161010330A","161010330A","0","Prodfra perenne"
"534","161010350A","161010350A","0","Prodfra perenne"
"535","161010370A","161010370A","0","Prodfra perenne"
"536","161010390A","161010390A","0","Prodfra perenne"
"537","161010500A","161010500A","0","Prodfra perenne"
"538","161010710A","161010710A","0","Prodfra perenne"
"539","161010770A","161010770A","0","Prodfra perenne"
"540","161021100A","161021100A","0","Prodfra perenne"
"541","161021500A","161021500A","0","Prodfra perenne"
"542","161022000A","161022000A","0","Prodfra perenne"
"543","161023030A","161023030A","0","Prodfra perenne"
"544","161023050A","161023050A","0","Prodfra perenne"
"545","161031160A","161031160A","0","Prodfra perenne"
"546","161032000A","161032000A","0","Prodfra perenne"
"547","161039000A","161039000A","0","Prodfra perenne"
"548","161091000B","161091000B","0","Prodfra perenne"
"549","1621110000","1621110000","0","Prodfra perenne"
"550","1621121100","1621121100","0","Prodfra perenne"
"551","1621121400","1621121400","0","Prodfra perenne"
"552","1621121700","1621121700","0","Prodfra perenne"
"553","1621122110","1621122110","0","Prodfra perenne"
"554","1621122410","1621122410","0","Prodfra perenne"
"555","1621122420","1621122420","0","Prodfra perenne"
"556","1621131310","1621131310","0","Prodfra perenne"
"557","1621131320","1621131320","0","Prodfra perenne"
